"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2007년 01월 23일","1,363.09","1,353.06","1,367.03","1,352.50","184.02M","-0.02%"
"2007년 01월 22일","1,363.41","1,363.84","1,364.67","1,348.46","190.99M","0.21%"
"2007년 01월 19일","1,360.56","1,369.09","1,372.63","1,356.22","222.67M","-1.64%"
"2007년 01월 18일","1,383.21","1,378.37","1,385.22","1,372.93","181.23M","0.27%"
"2007년 01월 17일","1,379.48","1,391.75","1,391.75","1,369.08","205.37M","-0.74%"
"2007년 01월 16일","1,389.71","1,392.00","1,393.42","1,385.20","171.34M","-0.09%"
"2007년 01월 15일","1,390.96","1,396.87","1,397.64","1,385.81","163.88M","0.19%"
"2007년 01월 12일","1,388.37","1,379.00","1,389.00","1,372.87","213.77M","1.69%"
"2007년 01월 11일","1,365.31","1,357.57","1,375.31","1,355.63","211.75M","0.70%"
"2007년 01월 10일","1,355.79","1,372.52","1,372.52","1,345.08","225.46M","-1.35%"
"2007년 01월 09일","1,374.34","1,376.71","1,381.99","1,367.74","216.84M","0.26%"
"2007년 01월 08일","1,370.81","1,376.76","1,384.65","1,366.48","177.59M","-1.08%"
"2007년 01월 05일","1,385.76","1,398.60","1,400.59","1,372.36","277.29M","-0.83%"
"2007년 01월 04일","1,397.29","1,410.55","1,411.12","1,388.50","241.17M","-0.86%"
"2007년 01월 03일","1,409.35","1,436.42","1,437.79","1,409.31","203.21M","-1.81%"
"2007년 01월 02일","1,435.26","1,438.89","1,439.71","1,430.06","147.74M","0.06%"
"2006년 12월 28일","1,434.46","1,433.63","1,437.48","1,425.84","160.60M","0.66%"
"2006년 12월 27일","1,425.10","1,426.80","1,429.84","1,418.77","175.94M","-0.62%"
"2006년 12월 26일","1,433.92","1,434.58","1,441.21","1,422.37","218.67M","-0.25%"
"2006년 12월 22일","1,437.49","1,432.03","1,439.27","1,432.03","218.35M","0.07%"
"2006년 12월 21일","1,436.47","1,444.41","1,445.51","1,434.47","193.03M","-0.40%"
"2006년 12월 20일","1,442.28","1,429.77","1,445.50","1,429.77","240.50M","1.02%"
"2006년 12월 19일","1,427.76","1,431.07","1,436.40","1,425.60","215.45M","-0.38%"
"2006년 12월 18일","1,433.23","1,427.14","1,437.64","1,427.14","244.63M","0.80%"
"2006년 12월 15일","1,421.87","1,418.53","1,425.78","1,412.17","319.55M","0.25%"
"2006년 12월 14일","1,418.38","1,385.50","1,418.38","1,376.87","250.16M","2.54%"
"2006년 12월 13일","1,383.28","1,375.31","1,386.69","1,373.52","186.91M","0.46%"
"2006년 12월 12일","1,376.98","1,392.22","1,392.90","1,373.03","195.34M","-0.99%"
"2006년 12월 11일","1,390.73","1,390.26","1,396.15","1,389.65","213.26M","0.02%"
"2006년 12월 08일","1,390.43","1,400.98","1,400.98","1,386.26","221.67M","-1.41%"
"2006년 12월 07일","1,410.30","1,411.73","1,416.13","1,407.66","237.41M","-0.24%"
"2006년 12월 06일","1,413.73","1,422.75","1,423.07","1,399.68","237.55M","-0.48%"
"2006년 12월 05일","1,420.59","1,432.97","1,436.69","1,420.40","300.83M","-0.41%"
"2006년 12월 04일","1,426.46","1,431.01","1,433.28","1,426.34","197.28M","-0.55%"
"2006년 12월 01일","1,434.36","1,433.40","1,436.80","1,428.24","231.10M","0.15%"
"2006년 11월 30일","1,432.21","1,427.67","1,434.85","1,427.67","252.19M","0.68%"
"2006년 11월 29일","1,422.55","1,413.91","1,424.91","1,413.54","254.27M","0.79%"
"2006년 11월 28일","1,411.47","1,407.52","1,413.71","1,404.67","252.35M","-0.96%"
"2006년 11월 27일","1,425.13","1,419.80","1,425.13","1,415.22","297.94M","0.24%"
"2006년 11월 24일","1,421.73","1,419.99","1,424.82","1,411.27","314.62M","0.18%"
"2006년 11월 23일","1,419.23","1,419.51","1,424.33","1,414.80","237.55M","-0.23%"
"2006년 11월 22일","1,422.54","1,405.34","1,422.54","1,405.21","247.17M","1.18%"
"2006년 11월 21일","1,405.90","1,402.75","1,406.58","1,399.97","277.29M","0.26%"
"2006년 11월 20일","1,402.21","1,413.74","1,413.88","1,400.83","232.53M","-0.71%"
"2006년 11월 17일","1,412.22","1,414.17","1,416.40","1,407.26","250.38M","0.10%"
"2006년 11월 16일","1,410.75","1,417.68","1,417.68","1,409.22","259.28M","-0.13%"
"2006년 11월 15일","1,412.54","1,412.07","1,413.69","1,406.86","236.75M","0.37%"
"2006년 11월 14일","1,407.37","1,402.92","1,407.54","1,400.74","205.37M","0.76%"
"2006년 11월 13일","1,396.69","1,399.51","1,399.98","1,386.76","178.61M","0.07%"
"2006년 11월 10일","1,395.73","1,393.88","1,399.87","1,391.69","168.51M","-0.27%"
"2006년 11월 09일","1,399.44","1,382.40","1,399.44","1,382.11","197.54M","1.40%"
"2006년 11월 08일","1,380.07","1,391.23","1,393.51","1,379.34","197.67M","-0.53%"
"2006년 11월 07일","1,387.44","1,389.12","1,392.51","1,385.41","213.06M","0.60%"
"2006년 11월 06일","1,379.19","1,379.37","1,379.37","1,363.71","209.56M","-0.34%"
"2006년 11월 03일","1,383.88","1,385.17","1,385.39","1,379.26","215.32M","0.01%"
"2006년 11월 02일","1,383.73","1,371.51","1,383.73","1,370.30","218.35M","0.68%"
"2006년 11월 01일","1,374.35","1,372.03","1,378.11","1,366.60","233.25M","0.72%"
"2006년 10월 31일","1,364.55","1,356.91","1,364.83","1,351.08","255.79M","0.62%"
"2006년 10월 30일","1,356.11","1,363.34","1,363.34","1,353.46","159.72M","-0.95%"
"2006년 10월 27일","1,369.09","1,378.06","1,379.51","1,362.44","205.03M","-0.33%"
"2006년 10월 26일","1,373.65","1,373.99","1,377.40","1,369.66","241.70M","0.16%"
"2006년 10월 25일","1,371.43","1,368.36","1,375.01","1,365.80","231.82M","0.36%"
"2006년 10월 24일","1,366.50","1,373.57","1,374.43","1,364.07","244.73M","0.11%"
"2006년 10월 23일","1,364.95","1,367.14","1,369.85","1,358.93","240.37M","0.05%"
"2006년 10월 20일","1,364.24","1,357.37","1,366.94","1,357.14","269.19M","0.75%"
"2006년 10월 19일","1,354.06","1,356.61","1,358.95","1,350.36","295.22M","-0.01%"
"2006년 10월 18일","1,354.26","1,345.60","1,355.92","1,338.00","279.68M","0.22%"
"2006년 10월 17일","1,351.30","1,360.56","1,360.56","1,339.89","308.57M","-0.40%"
"2006년 10월 16일","1,356.72","1,356.59","1,358.88","1,350.80","208.58M","0.60%"
"2006년 10월 13일","1,348.60","1,349.50","1,353.93","1,345.97","305.32M","1.26%"
"2006년 10월 12일","1,331.78","1,325.70","1,337.70","1,323.80","256.99M","0.47%"
"2006년 10월 11일","1,325.49","1,317.68","1,332.28","1,315.84","198.43M","-0.22%"
"2006년 10월 10일","1,328.37","1,322.44","1,334.41","1,322.44","251.54M","0.68%"
"2006년 10월 09일","1,319.40","1,356.59","1,365.01","1,303.62","400.26M","-2.41%"
"2006년 10월 04일","1,352.00","1,366.16","1,371.72","1,345.83","223.07M","-1.62%"
"2006년 10월 02일","1,374.22","1,370.27","1,380.91","1,367.74","231.20M","0.20%"
"2006년 09월 29일","1,371.41","1,375.38","1,377.37","1,367.78","248.28M","-0.00%"
"2006년 09월 28일","1,371.43","1,362.72","1,372.22","1,359.47","228.24M","0.84%"
"2006년 09월 27일","1,360.03","1,352.22","1,361.12","1,351.83","242.74M","1.19%"
"2006년 09월 26일","1,343.97","1,360.88","1,361.56","1,338.98","241.63M","-0.83%"
"2006년 09월 25일","1,355.21","1,347.88","1,357.69","1,345.56","201.96M","0.51%"
"2006년 09월 22일","1,348.38","1,358.45","1,360.18","1,343.27","250.12M","-1.35%"
"2006년 09월 21일","1,366.79","1,373.35","1,378.79","1,363.48","237.54M","0.03%"
"2006년 09월 20일","1,366.44","1,366.51","1,369.18","1,355.04","233.74M","-0.55%"
"2006년 09월 19일","1,373.95","1,375.23","1,378.99","1,370.44","237.30M","-0.03%"
"2006년 09월 18일","1,374.30","1,360.66","1,378.04","1,358.57","305.45M","0.97%"
"2006년 09월 15일","1,361.10","1,355.08","1,361.20","1,351.26","342.89M","0.17%"
"2006년 09월 14일","1,358.75","1,333.66","1,358.75","1,329.11","288.84M","1.92%"
"2006년 09월 13일","1,333.13","1,341.62","1,342.38","1,332.87","249.30M","0.38%"
"2006년 09월 12일","1,328.04","1,334.35","1,339.31","1,323.90","266.77M","-0.45%"
"2006년 09월 11일","1,334.08","1,357.29","1,357.29","1,333.84","248.05M","-1.54%"
"2006년 09월 08일","1,354.89","1,345.61","1,358.10","1,344.68","260.04M","0.28%"
"2006년 09월 07일","1,351.17","1,351.55","1,353.67","1,342.57","251.10M","-0.43%"
"2006년 09월 06일","1,357.01","1,362.45","1,364.86","1,353.55","219.14M","-0.31%"
"2006년 09월 05일","1,361.24","1,360.97","1,362.47","1,356.29","235.66M","0.16%"
"2006년 09월 04일","1,359.06","1,363.69","1,365.08","1,359.04","238.69M","0.18%"
"2006년 09월 01일","1,356.67","1,354.77","1,357.01","1,349.63","215.90M","0.29%"
"2006년 08월 31일","1,352.74","1,348.05","1,361.48","1,344.57","279.26M","0.85%"
"2006년 08월 30일","1,341.35","1,346.69","1,346.99","1,337.96","257.24M","-0.24%"
"2006년 08월 29일","1,344.61","1,336.40","1,345.30","1,336.40","261.28M","1.26%"
"2006년 08월 28일","1,327.89","1,329.90","1,335.64","1,325.04","189.86M","-0.11%"
"2006년 08월 25일","1,329.35","1,317.65","1,333.89","1,317.16","201.75M","1.04%"
"2006년 08월 24일","1,315.73","1,322.16","1,322.22","1,309.55","192.32M","-0.70%"
"2006년 08월 23일","1,324.95","1,332.52","1,333.13","1,319.95","208.09M","-0.75%"
"2006년 08월 22일","1,334.96","1,321.76","1,336.11","1,321.76","185.51M","1.01%"
"2006년 08월 21일","1,321.67","1,333.26","1,337.70","1,316.51","189.26M","-0.71%"
"2006년 08월 18일","1,331.10","1,330.06","1,336.38","1,324.62","192.91M","0.25%"
"2006년 08월 17일","1,327.78","1,325.74","1,335.41","1,325.74","225.54M","0.93%"
"2006년 08월 16일","1,315.61","1,311.56","1,319.48","1,306.45","231.68M","1.58%"
"2006년 08월 14일","1,295.11","1,295.43","1,303.89","1,287.65","176.47M","0.23%"
"2006년 08월 11일","1,292.10","1,312.18","1,317.19","1,291.90","226.69M","-0.94%"
"2006년 08월 10일","1,304.31","1,310.94","1,314.76","1,293.53","224.42M","-0.81%"
"2006년 08월 09일","1,314.93","1,306.99","1,321.55","1,297.28","195.82M","0.29%"
"2006년 08월 08일","1,311.10","1,290.56","1,311.10","1,290.56","197.97M","1.67%"
"2006년 08월 07일","1,289.54","1,308.36","1,308.59","1,289.23","161.90M","-1.15%"
"2006년 08월 04일","1,304.51","1,296.50","1,305.80","1,296.50","189.52M","0.96%"
"2006년 08월 03일","1,292.05","1,302.45","1,304.77","1,288.03","182.40M","-0.24%"
"2006년 08월 02일","1,295.11","1,281.92","1,295.11","1,277.31","156.72M","0.60%"
"2006년 08월 01일","1,287.36","1,296.71","1,306.91","1,286.43","186.84M","-0.81%"
"2006년 07월 31일","1,297.82","1,313.91","1,316.12","1,297.82","173.38M","0.06%"
"2006년 07월 28일","1,297.07","1,293.02","1,301.69","1,292.52","194.45M","0.06%"
"2006년 07월 27일","1,296.27","1,280.65","1,299.80","1,277.19","208.57M","1.34%"
"2006년 07월 26일","1,279.08","1,284.59","1,286.22","1,277.08","152.77M","-0.05%"
"2006년 07월 25일","1,279.77","1,278.27","1,287.48","1,276.59","195.20M","1.30%"
"2006년 07월 24일","1,263.35","1,258.87","1,267.63","1,245.98","155.83M","-0.63%"
"2006년 07월 21일","1,271.33","1,260.25","1,271.58","1,259.32","180.75M","-0.15%"
"2006년 07월 20일","1,273.30","1,264.03","1,273.42","1,260.89","212.46M","3.21%"
"2006년 07월 19일","1,233.65","1,236.26","1,244.58","1,231.05","178.60M","0.02%"
"2006년 07월 18일","1,233.42","1,241.57","1,243.58","1,233.08","188.80M","-1.73%"
"2006년 07월 14일","1,255.13","1,261.24","1,261.24","1,246.65","197.53M","-2.33%"
"2006년 07월 13일","1,285.02","1,283.83","1,299.07","1,273.13","186.87M","-0.90%"
"2006년 07월 12일","1,296.69","1,302.99","1,311.27","1,291.61","200.71M","-0.29%"
"2006년 07월 11일","1,300.44","1,296.06","1,301.95","1,289.12","185.85M","0.09%"
"2006년 07월 10일","1,299.29","1,265.58","1,299.41","1,260.75","215.42M","1.99%"
"2006년 07월 07일","1,273.93","1,274.25","1,278.94","1,267.99","191.85M","0.79%"
"2006년 07월 06일","1,263.96","1,270.82","1,277.32","1,255.02","180.43M","-1.24%"
"2006년 07월 05일","1,279.85","1,260.69","1,286.47","1,259.62","192.70M","-0.47%"
"2006년 07월 04일","1,285.92","1,304.45","1,305.67","1,285.26","190.72M","-0.67%"
"2006년 07월 03일","1,294.61","1,294.57","1,298.04","1,284.63","181.04M","-0.04%"
"2006년 06월 30일","1,295.15","1,290.37","1,295.43","1,287.15","227.00M","2.54%"
"2006년 06월 29일","1,263.02","1,247.80","1,267.90","1,247.80","205.10M","1.96%"
"2006년 06월 28일","1,238.71","1,226.59","1,238.74","1,223.11","165.95M","-0.71%"
"2006년 06월 27일","1,247.54","1,245.44","1,253.41","1,242.68","196.45M","0.77%"
"2006년 06월 26일","1,238.05","1,227.00","1,239.54","1,221.65","225.97M","0.77%"
"2006년 06월 23일","1,228.62","1,226.27","1,228.96","1,210.99","187.62M","-0.82%"
"2006년 06월 22일","1,238.83","1,246.19","1,248.28","1,236.15","227.95M","0.95%"
"2006년 06월 21일","1,227.19","1,229.29","1,232.63","1,216.10","188.20M","0.11%"
"2006년 06월 20일","1,225.83","1,244.50","1,244.56","1,221.13","201.14M","-2.06%"
"2006년 06월 19일","1,251.67","1,254.59","1,260.22","1,242.20","166.26M","-0.83%"
"2006년 06월 16일","1,262.19","1,246.11","1,264.87","1,245.81","234.04M","3.51%"
"2006년 06월 15일","1,219.40","1,232.72","1,239.86","1,213.09","196.28M","-0.19%"
"2006년 06월 14일","1,221.73","1,194.46","1,230.02","1,192.09","210.75M","1.48%"
"2006년 06월 13일","1,203.86","1,215.55","1,218.39","1,201.60","189.71M","-2.90%"
"2006년 06월 12일","1,239.84","1,229.96","1,239.84","1,219.18","194.88M","0.34%"
"2006년 06월 09일","1,235.65","1,236.80","1,240.05","1,217.76","230.38M","1.02%"
"2006년 06월 08일","1,223.13","1,259.39","1,262.36","1,223.13","272.30M","-3.45%"
"2006년 06월 07일","1,266.84","1,273.07","1,279.27","1,262.87","243.23M","-2.67%"
"2006년 06월 05일","1,301.62","1,315.77","1,315.77","1,295.59","207.50M","-0.57%"
"2006년 06월 02일","1,309.04","1,312.77","1,314.77","1,285.43","248.49M","1.08%"
"2006년 06월 01일","1,295.09","1,308.44","1,319.05","1,294.92","238.05M","-1.72%"
"2006년 05월 30일","1,317.70","1,329.40","1,330.60","1,311.30","219.73M","-0.87%"
"2006년 05월 29일","1,329.22","1,333.59","1,340.33","1,327.53","224.01M","0.51%"
"2006년 05월 26일","1,322.43","1,315.10","1,326.34","1,312.75","235.59M","2.06%"
"2006년 05월 25일","1,295.76","1,333.63","1,333.65","1,295.47","213.56M","-2.82%"
"2006년 05월 24일","1,333.38","1,325.94","1,335.09","1,303.67","249.76M","0.26%"
"2006년 05월 23일","1,329.86","1,323.98","1,334.85","1,314.59","256.20M","-0.65%"
"2006년 05월 22일","1,338.59","1,375.95","1,376.08","1,338.37","244.38M","-2.46%"
"2006년 05월 19일","1,372.29","1,364.18","1,372.29","1,346.31","291.36M","0.52%"
"2006년 05월 18일","1,365.15","1,360.76","1,366.78","1,356.04","355.78M","-2.59%"
"2006년 05월 17일","1,401.47","1,386.93","1,403.68","1,386.93","270.25M","1.40%"
"2006년 05월 16일","1,382.11","1,415.81","1,416.45","1,373.52","285.86M","-2.25%"
"2006년 05월 15일","1,413.98","1,424.58","1,424.58","1,406.88","250.68M","-2.16%"
"2006년 05월 12일","1,445.20","1,448.57","1,454.14","1,429.92","260.78M","-1.33%"
"2006년 05월 11일","1,464.70","1,448.30","1,464.70","1,445.86","273.37M","0.94%"
"2006년 05월 10일","1,451.09","1,449.72","1,455.83","1,441.81","270.62M","0.04%"
"2006년 05월 09일","1,450.44","1,452.01","1,461.20","1,446.80","275.91M","-0.12%"
"2006년 05월 08일","1,452.23","1,459.39","1,461.05","1,449.75","257.20M","0.78%"
"2006년 05월 04일","1,441.02","1,436.60","1,441.46","1,424.72","266.81M","0.41%"
"2006년 05월 03일","1,435.17","1,440.85","1,453.50","1,435.16","301.94M","0.02%"
"2006년 05월 02일","1,434.90","1,419.64","1,435.00","1,408.80","296.68M","1.07%"
"2006년 04월 28일","1,419.73","1,443.63","1,443.63","1,413.70","328.12M","-2.26%"
"2006년 04월 27일","1,452.53","1,455.09","1,458.67","1,446.37","363.52M","0.09%"
"2006년 04월 26일","1,451.22","1,433.38","1,451.22","1,430.74","312.33M","1.40%"
"2006년 04월 25일","1,431.15","1,426.68","1,441.72","1,419.64","313.97M","0.01%"
"2006년 04월 24일","1,430.94","1,448.04","1,448.04","1,425.75","291.17M","-1.40%"
"2006년 04월 21일","1,451.31","1,441.11","1,458.35","1,437.70","381.81M","1.20%"
"2006년 04월 20일","1,434.15","1,439.78","1,445.20","1,430.92","368.82M","-0.26%"
"2006년 04월 19일","1,437.84","1,445.77","1,450.93","1,434.87","409.37M","0.76%"
"2006년 04월 18일","1,427.00","1,415.76","1,432.90","1,415.14","321.90M","0.31%"
"2006년 04월 17일","1,422.63","1,435.16","1,436.65","1,416.92","336.63M","-0.70%"
"2006년 04월 14일","1,432.72","1,410.49","1,434.68","1,405.46","339.44M","1.92%"
"2006년 04월 13일","1,405.72","1,384.03","1,405.72","1,382.55","306.71M","1.60%"
"2006년 04월 12일","1,383.59","1,375.84","1,384.21","1,372.24","294.01M","-0.18%"
"2006년 04월 11일","1,386.08","1,395.27","1,397.46","1,373.25","314.82M","-0.87%"
"2006년 04월 10일","1,398.29","1,394.64","1,402.30","1,391.66","316.16M","-0.29%"
"2006년 04월 07일","1,402.36","1,397.04","1,402.36","1,390.63","336.35M","0.38%"
"2006년 04월 06일","1,397.00","1,397.51","1,406.03","1,388.74","425.05M","0.59%"
"2006년 04월 05일","1,388.77","1,390.27","1,395.64","1,383.39","387.92M","0.23%"
"2006년 04월 04일","1,385.64","1,380.49","1,388.99","1,374.84","392.03M","0.43%"
"2006년 04월 03일","1,379.75","1,362.35","1,381.67","1,361.14","347.09M","1.48%"
"2006년 03월 31일","1,359.60","1,338.50","1,360.13","1,337.35","314.76M","1.60%"
"2006년 03월 30일","1,338.14","1,339.11","1,342.66","1,332.18","294.95M","0.41%"
"2006년 03월 29일","1,332.72","1,319.24","1,337.08","1,314.63","388.50M","0.11%"
"2006년 03월 28일","1,331.31","1,327.66","1,334.12","1,322.12","359.74M","0.07%"
"2006년 03월 27일","1,330.34","1,317.46","1,335.25","1,317.25","323.60M","0.69%"
"2006년 03월 24일","1,321.23","1,311.88","1,321.23","1,302.47","368.50M","0.68%"
"2006년 03월 23일","1,312.26","1,321.40","1,327.42","1,300.44","333.04M","0.19%"
"2006년 03월 22일","1,309.83","1,326.74","1,326.74","1,306.07","306.30M","-2.01%"
"2006년 03월 21일","1,336.65","1,347.30","1,348.20","1,335.45","289.60M","-0.75%"
"2006년 03월 20일","1,346.69","1,339.73","1,350.02","1,335.22","320.75M","0.42%"
"2006년 03월 17일","1,341.12","1,331.38","1,342.83","1,320.54","277.19M","0.38%"
"2006년 03월 16일","1,335.98","1,340.58","1,347.13","1,332.55","314.02M","0.15%"
"2006년 03월 15일","1,333.98","1,337.21","1,342.44","1,332.53","356.09M","0.58%"
"2006년 03월 14일","1,326.30","1,339.69","1,340.35","1,316.47","348.69M","-0.90%"
"2006년 03월 13일","1,338.28","1,332.28","1,338.50","1,328.56","317.90M","1.38%"
"2006년 03월 10일","1,320.07","1,315.13","1,328.72","1,308.74","282.77M","0.68%"
"2006년 03월 09일","1,311.21","1,313.75","1,324.21","1,310.58","278.39M","-0.22%"
"2006년 03월 08일","1,314.05","1,303.58","1,322.51","1,296.78","316.69M","-0.20%"
"2006년 03월 07일","1,316.67","1,336.47","1,336.47","1,314.27","297.28M","-2.09%"
"2006년 03월 06일","1,344.76","1,332.71","1,344.77","1,324.39","300.00M","1.19%"
"2006년 03월 03일","1,328.95","1,365.35","1,367.17","1,325.59","339.82M","-2.83%"
"2006년 03월 02일","1,367.70","1,377.46","1,379.30","1,367.68","405.52M","-0.28%"
"2006년 02월 28일","1,371.59","1,377.44","1,379.71","1,363.93","296.10M","-0.24%"
"2006년 02월 27일","1,374.88","1,365.41","1,374.89","1,360.46","302.26M","0.66%"
"2006년 02월 24일","1,365.82","1,363.73","1,366.71","1,352.76","329.36M","0.34%"
"2006년 02월 23일","1,361.23","1,348.51","1,362.03","1,346.69","341.97M","1.54%"
"2006년 02월 22일","1,340.58","1,344.90","1,356.76","1,324.40","363.83M","-0.44%"
"2006년 02월 21일","1,346.49","1,350.45","1,352.17","1,339.20","385.04M","-0.13%"
"2006년 02월 20일","1,348.25","1,336.01","1,357.73","1,329.45","385.42M","1.16%"
"2006년 02월 17일","1,332.73","1,325.49","1,333.83","1,315.25","283.77M","1.40%"
"2006년 02월 16일","1,314.32","1,308.00","1,320.10","1,299.73","312.83M","0.80%"
"2006년 02월 15일","1,303.84","1,342.28","1,342.40","1,300.76","420.00M","-1.83%"
"2006년 02월 14일","1,328.21","1,315.14","1,330.05","1,303.19","286.70M","0.56%"
