번호,사업장명,소재지전체주소,도로명전체주소,개업일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지면적,소재지우편번호,급수시설구분명,남성종사자수,년도,다중이용업소여부,등급구분명,시설총규모,여성종사자수,영업장주변구분명,위생업종명,위생업태명,총종업원수,전화번호,위치정보(X),위치정보(Y),상세영업상태명
397,공기,서울특별시 영등포구 영등포동 618-496번지 롯데백화점 지하1층 ,"서울특별시 영등포구 경인로 862 (영등포동,롯데백화점 지하1층)",20101210,운영중,,,,,15.90,150899,상수도전용,,2010,N,,15.9,,,휴게음식점,백화점,,,191905.90466200000  ,446372.19365200000  ,영업
398,방배김밥,서울특별시 동작구 사당동 127-27번지 동성빌딩 ,"서울특별시 동작구 동작대로27길 59-16, 동성빌딩 1층 (사당동)",19931112,운영중,,,,,33.00,156815,상수도전용,1,1993,N,기타,26.46,1,기타,휴게음식점,백화점,2,02 5990566,198090.03980600000  ,443186.36772100000  ,영업
399,크레페리아,서울특별시 동작구 사당동 136-1번지 지하1층 ,"서울특별시 동작구 동작대로 115 (사당동,지하1층)",20100409,운영중,,,,,6.10,156816,상수도전용,,2010,N,,6.1,,,휴게음식점,백화점,,,198378.47207700000  ,443047.72575200000  ,영업
400,우미학 현대백화점 천호점,서울특별시 강동구 천호동 455-8번지 ,"서울특별시 강동구 천호대로 1005, 지하2층 (천호동, 현대백화점 천호점)",20171018,운영중,,,,,24.20,134874,,,2017,N,,24.2,,,휴게음식점,백화점,,02  518 2213,210997.25792200000  ,448824.42207300000  ,영업
401,금복당,서울특별시 강동구 천호동 455-8번지 ,"서울특별시 강동구 천호대로 1005, 지하2층 (천호동, 현대백화점 천호점)",20171018,운영중,,,,,19.14,134874,,,2017,N,,19.14,,,휴게음식점,백화점,,02  22258856,210997.25792200000  ,448824.42207300000  ,영업
402,조앤더주스 천호점,서울특별시 강동구 천호동 455-8번지 ,"서울특별시 강동구 천호대로 1005, 지하2층 (천호동, 현대백화점 천호점)",20171018,운영중,,,,,30.40,134874,,,2017,N,,30.4,,,휴게음식점,백화점,,02  22258849,210997.25792200000  ,448824.42207300000  ,영업
403,호랑이카레,서울특별시 강동구 천호동 455-8번지 ,"서울특별시 강동구 천호대로 1005, 지하2층 (천호동)",20171018,운영중,,,,,34.72,134874,,,2017,N,,34.72,,,휴게음식점,백화점,,07041872046,210997.25792200000  ,448824.42207300000  ,영업
404,환공어묵1940,서울특별시 강동구 천호동 455-8번지 ,"서울특별시 강동구 천호대로 1005, 지하2층 (천호동, 현대백화점 천호점)",20171018,운영중,,,,,11.40,134874,,,2017,N,,11.4,,,휴게음식점,백화점,,02  22325765,210997.25792200000  ,448824.42207300000  ,영업
405,공차,서울특별시 강동구 천호동 455-8번지 ,"서울특별시 강동구 천호대로 1005, 지하2층 (천호동, 현대백화점 천호점)",20171018,운영중,,,,,11.30,134874,,,2017,N,,11.3,,,휴게음식점,백화점,,02  779 7758,210997.25792200000  ,448824.42207300000  ,영업
406,(주)미성에프앤씨서울만두현대천호점,서울특별시 강동구 천호동 455-8번지 ,"서울특별시 강동구 천호대로 1005, 지하2층 (천호동, 현대백화점 천호점)",20171018,운영중,,,,,20.10,134874,,,2017,N,,20.1,,,휴게음식점,백화점,,,210997.25792200000  ,448824.42207300000  ,영업
407,찰스볼 현대백화점 천호점,서울특별시 강동구 천호동 455-8번지 현대백화점 ,"서울특별시 강동구 천호대로 1005, 지하2층 (천호동, 현대백화점 천호점)",20171102,운영중,,,,,10.00,134779,,,2017,N,,10,,,휴게음식점,백화점,,,210997.25792200000  ,448824.42207300000  ,영업
408,(주)허유산코리아 현대백화점 천호점,서울특별시 강동구 천호동 455-8번지 ,"서울특별시 강동구 천호대로 1005, 지하2층 (천호동, 현대백화점 천호점)",20171019,운영중,,,,,9.10,134874,,,2017,N,,9.1,,,휴게음식점,백화점,,,210997.25792200000  ,448824.42207300000  ,영업
409,한입원바이트,서울특별시 강동구 천호동 455-8번지 ,"서울특별시 강동구 천호대로 1005, 지하2층 (천호동, 현대백화점 천호점)",20171019,운영중,,,,,4.29,134874,,,2017,N,,4.29,,,휴게음식점,백화점,,,210997.25792200000  ,448824.42207300000  ,영업
410,삼진어묵,서울특별시 강동구 천호동 455-8번지 ,"서울특별시 강동구 천호대로 1005, 지하2층 (천호동)",20171019,운영중,,,,,86.90,134874,,,2017,N,,86.9,,,휴게음식점,백화점,,,210997.25792200000  ,448824.42207300000  ,영업
411,둥구나무＋,서울특별시 강동구 천호동 455-8번지 ,"서울특별시 강동구 천호대로 1005, 지하2층 (천호동, 현대백화점 천호점)",20171019,운영중,,,,,10.00,134874,,,2017,N,,10,,,휴게음식점,백화점,,,210997.25792200000  ,448824.42207300000  ,영업
412,안젤로,서울특별시 금천구 가산동 60-8번지 현대시티아울렛 가산점 지상6층 ,"서울특별시 금천구 디지털로10길 9, 지상6층 (가산동)",20171102,운영중,,,,,15.00,153801,,,2017,N,,15,,,휴게음식점,백화점,,,190186.74283500000  ,442025.90598300000  ,영업
413,팔팔주스,서울특별시 강남구 압구정동 429번지 ,서울특별시 강남구 압구정로 165 (압구정동),20170905,운영중,,,,,3.30,135900,,,2017,N,,3.3,,,휴게음식점,백화점,,,202425.36340700000  ,447541.58378500000  ,영업
414,치즈트랩,서울특별시 강남구 삼성동 159-7번지 현대백화점 ,"서울특별시 강남구 테헤란로 517, 지하1층 (삼성동, 현대백화점무역센터점)",20171116,운영중,,,,,9.90,135730,,,2017,N,,9.9,,,휴게음식점,백화점,,558 0609,205284.14694200000  ,445461.97226000000  ,영업
415,서프독,"서울특별시 서초구 반포동 19-3번지 지하1층, 강남신세계백화점 ","서울특별시 서초구 신반포로 176, 지하1층 (반포동, 강남신세계백화점)",20170811,운영중,,,,,6.60,137713,,,2017,N,,6.6,,,휴게음식점,백화점,,,200390.17138000000  ,445018.63002100000  ,영업
416,명인명촌 디큐브시티점,서울특별시 구로구 신도림동 692번지 ,"서울특별시 구로구 경인로 662, 지하2층 (신도림동, 디큐브시티)",20170901,운영중,,,,,33.06,152888,,,2017,N,,33.06,,,휴게음식점,백화점,,,190210.51179400000  ,445488.90097600000  ,영업
417,백남옥손만두,서울특별시 영등포구 영등포동4가 442번지 이마트영등포점 지하2층 ,"서울특별시 영등포구 영중로 15 (영등포동4가, 이마트영등포점 지하2층)",20170919,운영중,,,,,9.90,150034,,,2017,N,,9.9,,,휴게음식점,백화점,,0318581226,191546.58276900000  ,446421.14320800000  ,영업
418,찰스볼 신세계백화점 본점,서울특별시 중구 충무로1가 52-5번지 신세계백화점 지하1층 ,"서울특별시 중구 소공로 63 (충무로1가, 신세계백화점 지하1층)",20171102,운영중,,,,,10.00,100011,,,2017,N,,10,,,휴게음식점,백화점,,,198319.45712900000  ,451265.54198300000  ,영업
419,슈엣,서울특별시 구로구 신도림동 692번지 ,"서울특별시 구로구 경인로 662, 지하2층 (신도림동, 디큐브시티)",20171010,운영중,,,,,12.00,152888,,,2017,N,,12,,,휴게음식점,백화점,,,190210.51179400000  ,445488.90097600000  ,영업
420,두부공방 조선미가,서울특별시 송파구 잠실동 40-1번지 ,"서울특별시 송파구 올림픽로 240, 지하1층 (잠실동, 롯데백화점 잠실점)",20170908,운영중,,,,,7.60,138915,,,2017,N,,7.6,,,휴게음식점,백화점,,,208883.72375000000  ,445791.32699300000  ,영업
421,반도수산,서울특별시 송파구 잠실동 40-1번지 ,"서울특별시 송파구 올림픽로 240, 지하1층 (잠실동, 롯데백화점 잠실점)",20170908,운영중,,,,,11.96,138915,,,2017,N,,11.96,,,휴게음식점,백화점,,,208883.72375000000  ,445791.32699300000  ,영업
422,현대그린푸드 현대백화점 천호점,서울특별시 강동구 천호동 455-8번지 ,"서울특별시 강동구 천호대로 1005, 지하2층 (천호동, 현대백화점 천호점)",20171016,운영중,,,,,7.60,134874,,,2017,N,,7.6,,,휴게음식점,백화점,,02  22258686,210997.25792200000  ,448824.42207300000  ,영업
423,주식회사 파파밸리 피자(현대백화점 디큐브점),서울특별시 구로구 신도림동 692번지 ,"서울특별시 구로구 경인로 662, 지하2층 (신도림동, 디큐브시티)",20170802,운영중,,,,,11.57,152888,상수도전용,,2017,N,,11.57,,,휴게음식점,백화점,,,190210.51179400000  ,445488.90097600000  ,영업
424,치즈트랩,서울특별시 강남구 압구정동 429번지 현대백화점본점 ,"서울특별시 강남구 압구정로 165, 현대백화점본점 지하1층 (압구정동)",20171213,운영중,,,,,9.90,135724,,,2017,Y,,9.9,,,휴게음식점,백화점,,,202425.36340700000  ,447541.58378500000  ,영업
425,선우어묵,서울특별시 구로구 구로동 573번지 ,"서울특별시 구로구 구로중앙로 152, 지하1층 (구로동, AK플라자 구로본점)",20171020,운영중,,,,,10.00,152862,,,2017,N,,10,,,휴게음식점,백화점,,,189634.33807700000  ,444639.33581900000  ,영업
426,레빗브레드,서울특별시 강남구 삼성동 159-7번지 현대백화점 ,"서울특별시 강남구 테헤란로 517, 지하1층 (삼성동)",20171205,운영중,,,,,9.90,135730,,,2017,N,,9.9,,,휴게음식점,백화점,,,205284.14694200000  ,445461.97226000000  ,영업
427,롤더씨티,서울특별시 강남구 압구정동 429번지 현대백화점본점 ,"서울특별시 강남구 압구정로 165, 현대백화점본점 지하1층 (압구정동)",20171226,운영중,,,,,9.90,135724,,,2017,N,,3.3,,,휴게음식점,백화점,,,202425.36340700000  ,447541.58378500000  ,영업
428,둥구나무+,서울특별시 강남구 압구정동 429번지 ,"서울특별시 강남구 압구정로 165, 지하1층 (압구정동)",20170914,운영중,,,,,10.00,135900,,,2017,N,,10,,,휴게음식점,백화점,,,202425.36340700000  ,447541.58378500000  ,영업
429,킷캣 쇼콜라토리 강남점,"서울특별시 서초구 반포동 19-3번지 지하1층, 강남신세계백화점 ","서울특별시 서초구 신반포로 176, 지하1층 (반포동, 강남신세계백화점)",20171026,운영중,,,,,16.50,137713,,,2017,N,,16.5,,,휴게음식점,백화점,,,200390.17138000000  ,445018.63002100000  ,영업
430,어부의밥상,서울특별시 강남구 압구정동 429번지 현대백화점본점 지하1층 ,"서울특별시 강남구 압구정로 165, 지하1층 (압구정동, 현대백화점본점)",20150728,운영중,,,,,3.30,135724,,,2015,N,,3.3,,,휴게음식점,백화점,,,202425.36340700000  ,447541.58378500000  ,영업
431,어반팟,서울특별시 중구 충무로1가 52-5번지 신세계백화점 지하1층 ,"서울특별시 중구 소공로 63 (충무로1가, 신세계백화점 지하1층)",20151112,운영중,,,,,9.90,100011,,,2015,N,,9.9,,,휴게음식점,백화점,,,198319.45712900000  ,451265.54198300000  ,영업
432,더맛있는족발 강동점,서울특별시 강동구 천호동 42번지 ,"서울특별시 강동구 양재대로 1571, 지하2층 (천호동, 홈플러스)",20160222,운영중,,,,,7.03,134861,,,2016,N,,7.03,,,휴게음식점,백화점,,,212571.32191800000  ,449587.37849300000  ,영업
433,주식회사 디엔에스,서울특별시 서초구 반포동 19-3번지 신세계백화점강남점 지하1층 ,"서울특별시 서초구 신반포로 176, 지하1층 (반포동, 신세계백화점강남점)",20160610,운영중,,,,,9.90,137713,,,2016,Y,,9.9,,,휴게음식점,백화점,,,200390.17138000000  ,445018.63002100000  ,영업
434,핵스테이크 강남뉴코아점,서울특별시 서초구 잠원동 70-2번지 강남뉴코아백화점 지하1층 ,"서울특별시 서초구 잠원로 51, 지하1층 (잠원동, 강남뉴코아백화점)",20161007,운영중,,,,,23.14,137908,,,2016,Y,,23.14,,,휴게음식점,백화점,,02  20388444,200657.70407200000  ,445529.60189500000  ,영업
435,브라운돈까스마들역점,서울특별시 노원구 상계동 624번지 ,"서울특별시 노원구 동일로227길 26, 1층 (상계동)",20161129,운영중,,,,,33.00,139200,,,2016,N,,33,,,휴게음식점,백화점,,,204947.14451800000  ,463394.76691100000  ,영업
436,델리스타,서울특별시 영등포구 영등포동4가 434-5번지 신세계백화점 지하1층 행사장 ,"서울특별시 영등포구 영중로 9 (영등포동4가, 신세계백화점 지하1층 행사장)",20170511,운영중,,,,,6.60,150985,,,2017,N,,6.6,,,휴게음식점,백화점,,0269685146,191651.66159400000  ,446416.17392600000  ,영업
437,망티,"서울특별시 서초구 반포동 19-3번지 신세계백화점, 지하1층 ","서울특별시 서초구 신반포로 176, 지하1층 (반포동)",20170515,운영중,,,,,2.70,137713,,,2017,N,,2.7,,,휴게음식점,백화점,,,200390.17138000000  ,445018.63002100000  ,영업
438,한입원바이트,서울특별시 서초구 반포동 19-3번지 신세계백화점 강남점 지하1층 ,"서울특별시 서초구 신반포로 176, 지하1층 (반포동, 신세계백화점 강남점)",20170515,운영중,,,,,2.00,137713,,,2017,N,,2,,,휴게음식점,백화점,,,200390.17138000000  ,445018.63002100000  ,영업
439,현대그린푸드목동점,서울특별시 양천구 목동 916번지 현대백화점목동점내 지하2층 ,"서울특별시 양천구 목동동로 257, 지하2층 (목동, 현대백화점목동점내)",20170519,운영중,,,,,25.08,158050,,,2017,N,,25.08,,,휴게음식점,백화점,,,189005.13921600000  ,447530.11434800000  ,영업
440,도쿄타이야끼,서울특별시 강남구 대치동 937번지 ,"서울특별시 강남구 도곡로 401, 지하1층 (대치동, 롯데백화점 강남점)",20170607,운영중,,,,,6.00,135998,,,2017,N,,6,,,휴게음식점,백화점,,,204783.36435600000  ,444196.72754400000  ,영업
441,브레들리,서울특별시 강남구 대치동 937번지 ,"서울특별시 강남구 도곡로 401, 지하1층 (대치동, 롯데백화점강남점)",20170907,운영중,,,,,6.60,135998,,,2017,N,,6.6,,,휴게음식점,백화점,,,204783.36435600000  ,444196.72754400000  ,영업
442,카야토스트,서울특별시 서초구 반포동 19-3번지 신세계백화점 강남점 지하1층 ,"서울특별시 서초구 신반포로 176, 지하1층 (반포동, 신세계백화점 강남점)",20170504,운영중,,,,,3.00,137713,,,2017,N,,3,,,휴게음식점,백화점,,,200390.17138000000  ,445018.63002100000  ,영업
443,리앤베이크,서울특별시 서초구 반포동 19-3번지 지하 1층 ,"서울특별시 서초구 신반포로 176, 지하 1층 (반포동, 신세계백화점 강남점)",20170706,운영중,,,,,6.00,137713,,,2017,N,,6,,,휴게음식점,백화점,,070 87761225,200390.17138000000  ,445018.63002100000  ,영업
444,보일스커피,"서울특별시 서초구 반포동 19-3번지 신세계 백화점, 지하1층 ","서울특별시 서초구 신반포로 176, 지하1층 (반포동, 강남신세계백화점)",20170614,운영중,,,,,16.50,137713,,,2017,N,,16.5,,,휴게음식점,백화점,,,200390.17138000000  ,445018.63002100000  ,영업
445,몽샹디저트(몽샹82),서울특별시 강남구 압구정동 494번지 ,"서울특별시 강남구 압구정로 343, 지하1층 (압구정동, 갤러리아백화점)",20170927,운영중,,,,,3.30,135906,,,2017,N,,3.3,,,휴게음식점,백화점,,,203540.83196500000  ,447666.62184300000  ,영업
446,로코스현대목동점,서울특별시 양천구 목동 916번지 현대백화점 지하2층 ,"서울특별시 양천구 목동동로 257, 지하2층 (목동, 현대백화점)",20170927,운영중,,,,,10.00,158050,,,2017,N,,10,,,휴게음식점,백화점,,,189005.13921600000  ,447530.11434800000  ,영업
447,몽샹디저트(몽샹82),서울특별시 강남구 압구정동 429번지 ,"서울특별시 강남구 압구정로 165, 지하1층 (압구정동, 현대백화점 압구정본점)",20170727,운영중,,,,,3.30,135900,,,2017,N,,3.3,,,휴게음식점,백화점,,,202425.36340700000  ,447541.58378500000  ,영업
448,정 한뿌리죽,서울특별시 송파구 문정동 634번지 ,"서울특별시 송파구 충민로 66, 지하1층 (문정동, 가든파이브라이프 현대시티몰 테크노관)",20171023,운영중,,,,,42.64,138888,,,2017,N,,42.64,,,휴게음식점,백화점,,,211053.11951800000  ,442026.98878300000  ,영업
